DlyCalDt,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx
2000-01-03,-0.006803,-0.006810,0.002878,0.002860,-0.009549,1455.22
2000-01-04,-0.039652,-0.039679,-0.017465,-0.017486,-0.038345,1399.42
2000-01-05,-0.000935,-0.001009,0.007821,0.007743,0.001922,1402.11
2000-01-06,-0.007391,-0.007547,0.004504,0.004453,0.000956,1403.45
2000-01-07,0.032516,0.032514,0.017008,0.016991,0.027090,1441.47
2000-01-10,0.018608,0.018588,0.015333,0.015316,0.011190,1457.60
2000-01-11,-0.016941,-0.016963,-0.006079,-0.006089,-0.013063,1438.56
2000-01-12,-0.006922,-0.006989,-0.002505,-0.002685,-0.004386,1432.25
2000-01-13,0.016265,0.016254,0.013063,0.012991,0.012170,1449.68
2000-01-14,0.011137,0.011135,0.009119,0.009105,0.010671,1465.15
2000-01-18,-0.000860,-0.000872,0.012040,0.012003,-0.006832,1455.14
2000-01-19,0.004631,0.004597,0.008125,0.008104,0.000522,1455.90
2000-01-20,-0.002801,-0.002810,0.003468,0.003447,-0.007095,1445.57
2000-01-21,0.002655,0.002643,0.008277,0.008257,-0.002912,1441.36
2000-01-24,-0.025311,-0.025318,-0.002527,-0.002542,-0.027634,1401.53
2000-01-25,0.005547,0.005546,0.000870,0.000862,0.006065,1410.03
2000-01-26,-0.004530,-0.004563,0.003851,0.003789,-0.004213,1404.09
2000-01-27,-0.003521,-0.003599,-0.002202,-0.002345,-0.003938,1398.56
2000-01-28,-0.028051,-0.028136,-0.015015,-0.015087,-0.027457,1360.16
2000-01-31,0.014744,0.014739,-0.005371,-0.005389,0.025218,1394.46
2000-02-01,0.012300,0.012295,0.008028,0.007982,0.010628,1409.28
2000-02-02,0.003106,0.003003,0.008154,0.007989,-0.000114,1409.12
2000-02-03,0.015598,0.015524,0.013512,0.013457,0.011248,1424.97
2000-02-04,0.001021,0.000995,0.006727,0.006689,-0.000421,1424.37
2000-02-07,0.003075,0.003055,0.009064,0.009037,-0.000091,1424.24
2000-02-08,0.012724,0.012667,0.009960,0.009903,0.012273,1441.72
2000-02-09,-0.017185,-0.017356,-0.001750,-0.001833,-0.020822,1411.70
2000-02-10,0.006488,0.006473,0.007364,0.007310,0.003634,1416.83
2000-02-11,-0.017335,-0.017434,-0.001085,-0.001261,-0.020969,1387.12
2000-02-14,0.002672,0.002639,0.007272,0.007237,0.002033,1389.94
2000-02-15,0.007370,0.007358,0.001399,0.001347,0.008713,1402.05
2000-02-16,-0.005260,-0.005403,0.004001,0.003929,-0.010256,1387.67
2000-02-17,0.005036,0.005021,0.010399,0.010349,0.000425,1388.26
2000-02-18,-0.026050,-0.026051,-0.006761,-0.006770,-0.030376,1346.09
2000-02-22,0.000556,0.000536,-0.000437,-0.000464,0.004517,1352.17
2000-02-23,0.012353,0.012283,0.005510,0.005437,0.006301,1360.69
2000-02-24,-0.000378,-0.000402,-0.001434,-0.001465,-0.005335,1353.43
2000-02-25,-0.009546,-0.009615,0.000961,0.000864,-0.014829,1333.36
2000-02-28,0.007756,0.007648,0.006148,0.006051,0.011017,1348.05
2000-02-29,0.019138,0.019133,0.018831,0.018815,0.013627,1366.42
2000-03-01,0.014596,0.014429,0.014015,0.013890,0.009346,1379.19
2000-03-02,-0.000614,-0.000632,0.004548,0.004510,0.001863,1381.76
2000-03-03,0.022590,0.022585,0.014351,0.014340,0.019837,1409.17
2000-03-06,-0.006612,-0.006690,0.004817,0.004797,-0.012695,1391.28
2000-03-07,-0.021824,-0.021848,-0.005020,-0.005046,-0.025631,1355.62
2000-03-08,0.006478,0.006372,0.001191,0.001039,0.008173,1366.70
2000-03-09,0.023977,0.023956,0.013047,0.013015,0.025602,1401.69
2000-03-10,-0.002837,-0.002841,0.000308,0.000278,-0.004723,1395.07
2000-03-13,-0.014555,-0.014676,-0.008059,-0.008326,-0.008207,1383.62
2000-03-14,-0.022405,-0.022420,-0.012365,-0.012394,-0.017685,1359.15
2000-03-15,0.006799,0.006755,-0.005430,-0.005586,0.024280,1392.15
2000-03-16,0.041149,0.041039,0.015255,0.015190,0.047639,1458.47
2000-03-17,0.006478,0.006472,0.003703,0.003685,0.004114,1464.47
2000-03-20,-0.016474,-0.016488,-0.014640,-0.014664,-0.005353,1456.63
2000-03-21,0.019027,0.019026,-0.004312,-0.004323,0.025566,1493.87
2000-03-22,0.013567,0.013549,0.012681,0.012625,0.004532,1500.64
2000-03-23,0.014405,0.014400,0.006424,0.006406,0.017799,1527.35
2000-03-24,0.002147,0.002141,0.001122,0.001094,0.000072,1527.46
2000-03-27,-0.003358,-0.003359,-0.002379,-0.002392,-0.002357,1523.86
2000-03-28,-0.013168,-0.013177,-0.008854,-0.008891,-0.010585,1507.73
2000-03-29,-0.010693,-0.010854,-0.013118,-0.013530,0.000524,1508.52
2000-03-30,-0.018181,-0.018198,-0.017729,-0.017784,-0.013656,1487.92
2000-03-31,0.012111,0.012109,0.013088,0.013071,0.007164,1498.58
2000-04-03,-0.017206,-0.017221,-0.023610,-0.023665,0.004931,1505.97
2000-04-04,-0.012824,-0.012849,-0.028033,-0.028052,-0.007464,1494.73
2000-04-05,0.001060,0.001002,0.008262,0.008175,-0.004924,1487.37
2000-04-06,0.015859,0.015721,0.019032,0.018964,0.009392,1501.34
2000-04-07,0.014535,0.014533,0.013005,0.012985,0.009998,1516.35
2000-04-10,-0.019337,-0.019338,-0.016988,-0.016996,-0.007841,1504.46
2000-04-11,-0.010238,-0.010277,-0.015836,-0.015869,-0.002572,1500.59
2000-04-12,-0.029996,-0.030076,-0.027053,-0.027253,-0.022271,1467.17
2000-04-13,-0.017135,-0.017142,-0.015751,-0.015829,-0.018171,1440.51
2000-04-14,-0.066174,-0.066176,-0.063522,-0.063568,-0.058278,1356.56
2000-04-17,0.029299,0.029297,-0.009437,-0.009465,0.033084,1401.44
2000-04-18,0.038392,0.038346,0.048394,0.048331,0.028663,1441.61
2000-04-19,-0.007378,-0.007418,0.011476,0.011437,-0.009808,1427.47
2000-04-20,0.000561,0.000417,0.003050,0.003022,0.004953,1434.54
2000-04-24,-0.010579,-0.010585,-0.017588,-0.017603,-0.003262,1429.86
2000-04-25,0.038638,0.038637,0.023633,0.023617,0.033276,1477.44
2000-04-26,-0.011333,-0.011418,-0.002105,-0.002333,-0.011134,1460.99
2000-04-27,0.007165,0.007071,0.004455,0.004361,0.002690,1464.92
2000-04-28,0.000973,0.000928,0.014912,0.014863,-0.008526,1452.43
2000-05-01,0.015141,0.015136,0.018069,0.018021,0.010892,1468.25
2000-05-02,-0.019366,-0.019378,-0.008385,-0.008446,-0.014957,1446.29
2000-05-03,-0.021067,-0.021171,-0.014452,-0.014577,-0.021566,1415.10
2000-05-04,0.000882,0.000845,0.006214,0.006134,-0.003908,1409.57
2000-05-05,0.015485,0.015475,0.008431,0.008391,0.016360,1432.63
2000-05-08,-0.010189,-0.010269,-0.006955,-0.007025,-0.005905,1424.17
2000-05-09,-0.011780,-0.011823,-0.010127,-0.010152,-0.008447,1412.14
2000-05-10,-0.026778,-0.026884,-0.023452,-0.023574,-0.020600,1383.05
2000-05-11,0.020428,0.020251,0.013091,0.012885,0.017902,1407.81
2000-05-12,0.008521,0.008497,0.004587,0.004510,0.009341,1420.96
2000-05-15,0.020691,0.020667,0.004772,0.004739,0.022098,1452.36
2000-05-16,0.013807,0.013793,0.008270,0.008243,0.009419,1466.04
2000-05-17,-0.013413,-0.013492,-0.006210,-0.006278,-0.012442,1447.80
2000-05-18,-0.010467,-0.010508,-0.005720,-0.005766,-0.007315,1437.21
2000-05-19,-0.024081,-0.024109,-0.015357,-0.015384,-0.021055,1406.95
2000-05-22,-0.007917,-0.007920,-0.015313,-0.015344,-0.004428,1400.72
2000-05-23,-0.023379,-0.023394,-0.014364,-0.014403,-0.019176,1373.86
2000-05-24,0.015412,0.015360,-0.008830,-0.008955,0.018335,1399.05
2000-05-25,-0.011616,-0.011642,-0.005172,-0.005231,-0.012530,1381.52
2000-05-26,-0.001787,-0.001861,-0.002730,-0.002836,-0.002533,1378.02
2000-05-30,0.037875,0.037790,0.021615,0.021529,0.032242,1422.45
2000-05-31,-0.001740,-0.001893,0.002846,0.002774,-0.001301,1420.60
2000-06-01,0.025195,0.025170,0.019431,0.019358,0.019858,1448.81
2000-06-02,0.029096,0.029094,0.030798,0.030783,0.019637,1477.26
2000-06-05,-0.003705,-0.003717,0.007911,0.007895,-0.006519,1467.63
2000-06-06,-0.007927,-0.007937,0.002692,0.002675,-0.006671,1457.84
2000-06-07,0.011114,0.011004,0.008724,0.008587,0.009274,1471.36
2000-06-08,-0.005120,-0.005147,0.001024,0.000979,-0.006586,1461.67
2000-06-09,0.001025,0.001023,0.010069,0.010046,-0.003229,1456.95
2000-06-12,-0.011024,-0.011039,-0.006039,-0.006068,-0.007516,1446.00
2000-06-13,0.014502,0.014365,0.002502,0.002268,0.016210,1469.44
2000-06-14,-0.000844,-0.000888,0.000553,0.000446,0.000749,1470.54
2000-06-15,0.004970,0.004962,-0.002757,-0.002815,0.005569,1478.73
2000-06-16,-0.006716,-0.006803,-0.001281,-0.001343,-0.009650,1464.46
2000-06-19,0.016156,0.016139,0.003178,0.003131,0.014709,1486.00
2000-06-20,-0.002430,-0.002434,-0.000029,-0.000050,-0.006763,1475.95
2000-06-21,0.003636,0.003624,0.003102,0.003060,0.002155,1479.13
2000-06-22,-0.018904,-0.018932,-0.006828,-0.006858,-0.018220,1452.18
2000-06-23,-0.009194,-0.009197,-0.002647,-0.002660,-0.007368,1441.48
2000-06-26,0.009773,0.009766,0.003297,0.003285,0.009594,1455.31
2000-06-27,-0.005300,-0.005301,-0.002669,-0.002689,-0.003271,1450.55
2000-06-28,0.007521,0.007349,0.009500,0.009075,0.002944,1454.82
2000-06-29,-0.006933,-0.006942,-0.001189,-0.001233,-0.008544,1442.39
2000-06-30,0.007400,0.007380,0.003372,0.003330,0.008465,1454.60
2000-07-03,0.010019,0.009980,0.009012,0.008857,0.010271,1469.54
2000-07-05,-0.015790,-0.015988,-0.006561,-0.006642,-0.015862,1446.23
2000-07-06,0.008412,0.008317,0.004416,0.004349,0.007219,1456.67
2000-07-07,0.014433,0.014421,0.005068,0.005057,0.015261,1478.90
2000-07-10,-0.001199,-0.001201,0.002205,0.002189,-0.002218,1475.62
2000-07-11,0.002003,0.001978,0.000474,0.000465,0.003565,1480.88
2000-07-12,0.013264,0.013195,0.011108,0.010830,0.008130,1492.92
2000-07-13,0.005768,0.005744,0.004407,0.004301,0.001956,1495.84
2000-07-14,0.009675,0.009673,0.006723,0.006707,0.009453,1509.98
2000-07-17,0.001402,0.001401,0.005166,0.005161,0.000338,1510.49
2000-07-18,-0.012818,-0.012829,-0.004605,-0.004640,-0.011089,1493.74
2000-07-19,-0.011338,-0.011378,-0.006790,-0.006847,-0.007886,1481.96
2000-07-20,0.013250,0.013240,0.004779,0.004743,0.009184,1495.57
2000-07-21,-0.011642,-0.011651,-0.008244,-0.008264,-0.010284,1480.19
2000-07-24,-0.013586,-0.013625,-0.009734,-0.009746,-0.010742,1464.29
2000-07-25,0.005435,0.005430,-0.001802,-0.001815,0.006952,1474.47
2000-07-26,-0.011710,-0.011726,-0.004929,-0.004972,-0.014954,1452.42
2000-07-27,-0.009848,-0.009935,-0.013481,-0.013647,-0.001928,1449.62
2000-07-28,-0.023334,-0.023375,-0.016312,-0.016381,-0.020509,1419.89
2000-07-31,0.010123,0.010115,0.007200,0.007184,0.007705,1430.83
2000-08-01,0.001448,0.001443,-0.003007,-0.003032,0.005081,1438.10
2000-08-02,0.000690,0.000603,0.000405,0.000290,0.000417,1438.70
2000-08-03,0.010131,0.010046,-0.001755,-0.001820,0.009634,1452.56
2000-08-04,0.009086,0.009069,0.008054,0.008035,0.007139,1462.93
2000-08-07,0.012497,0.012483,0.006597,0.006562,0.011203,1479.32
2000-08-08,0.001074,0.001006,0.000142,0.000073,0.002353,1482.80
2000-08-09,-0.005173,-0.005259,-0.000003,-0.000091,-0.006697,1472.87
2000-08-10,-0.009367,-0.009472,-0.004763,-0.004799,-0.008568,1460.25
2000-08-11,0.008345,0.008276,0.006001,0.005837,0.007937,1471.84
2000-08-14,0.012661,0.012627,0.005694,0.005658,0.013398,1491.56
2000-08-15,-0.003819,-0.003825,-0.001372,-0.001395,-0.004780,1484.43
2000-08-16,-0.001037,-0.001141,0.002054,0.001935,-0.003085,1479.85
2000-08-17,0.011605,0.011593,0.005199,0.005166,0.010961,1496.07
2000-08-18,-0.002649,-0.002680,0.001255,0.001236,-0.002908,1491.72
2000-08-21,0.003793,0.003775,0.002064,0.002033,0.005202,1499.48
2000-08-22,0.000292,0.000290,0.002023,0.002016,-0.000900,1498.13
2000-08-23,0.005030,0.004965,0.002525,0.002453,0.005233,1505.97
2000-08-24,0.003506,0.003495,0.005380,0.005335,0.001554,1508.31
2000-08-25,0.000084,0.000075,0.005936,0.005924,-0.001233,1506.45
2000-08-28,0.004815,0.004804,0.005076,0.005069,0.005072,1514.09
2000-08-29,-0.000658,-0.000725,0.004756,0.004671,-0.002807,1509.84
2000-08-30,-0.000758,-0.000973,0.005594,0.005451,-0.004802,1502.59
2000-08-31,0.011971,0.011957,0.011379,0.011341,0.010043,1517.68
2000-09-01,0.004986,0.004971,0.007552,0.007526,0.002036,1520.77
2000-09-05,-0.008874,-0.008877,-0.000066,-0.000114,-0.009002,1507.08
2000-09-06,-0.012165,-0.012250,-0.001757,-0.001860,-0.009840,1492.25
2000-09-07,0.007519,0.007490,0.006189,0.006144,0.006876,1502.51
2000-09-08,-0.008837,-0.008844,-0.005485,-0.005516,-0.005331,1494.50
2000-09-11,-0.004717,-0.004726,-0.003390,-0.003403,-0.003506,1489.26
2000-09-12,-0.005147,-0.005162,-0.002043,-0.002066,-0.004882,1481.99
2000-09-13,0.003437,0.003222,0.000306,0.000014,0.001970,1484.91
2000-09-14,0.001404,0.001375,0.004782,0.004706,-0.002721,1480.87
2000-09-15,-0.011251,-0.011259,-0.005812,-0.005836,-0.010170,1465.81
2000-09-18,-0.018458,-0.018481,-0.018946,-0.018986,-0.014531,1444.51
2000-09-19,0.012571,0.012567,0.003351,0.003340,0.010654,1459.90
2000-09-20,-0.004483,-0.004507,-0.005825,-0.005876,-0.005863,1451.34
2000-09-21,-0.005631,-0.005652,-0.006886,-0.006923,-0.001578,1449.05
2000-09-22,0.004009,0.004005,-0.002141,-0.002157,-0.000228,1448.72
2000-09-25,-0.004854,-0.004857,-0.004162,-0.004169,-0.006689,1439.03
2000-09-26,-0.009139,-0.009149,-0.009678,-0.009696,-0.008214,1427.21
2000-09-27,-0.002495,-0.002670,-0.007020,-0.007398,-0.000448,1426.57
2000-09-28,0.022718,0.022709,0.014475,0.014435,0.022235,1458.29
2000-09-29,-0.012354,-0.012434,0.000786,0.000774,-0.014935,1436.51
2000-10-02,-0.005967,-0.005977,-0.011865,-0.011900,-0.000195,1436.23
2000-10-03,-0.012101,-0.012123,-0.009384,-0.009437,-0.006803,1426.46
2000-10-04,0.006403,0.006290,-0.001517,-0.001615,0.005510,1434.32
2000-10-05,-0.001192,-0.001331,-0.005790,-0.005834,0.001367,1436.28
2000-10-06,-0.021602,-0.021605,-0.017421,-0.017436,-0.019001,1408.99
2000-10-09,-0.003434,-0.003434,-0.005917,-0.005917,-0.004940,1402.03
2000-10-10,-0.014331,-0.014365,-0.011671,-0.011691,-0.010706,1387.02
2000-10-11,-0.017175,-0.017234,-0.017666,-0.017825,-0.016171,1364.59
2000-10-12,-0.027423,-0.027452,-0.020794,-0.020884,-0.025509,1329.78
2000-10-13,0.038630,0.038620,0.021597,0.021535,0.033381,1374.17
2000-10-16,0.002233,0.002233,0.002151,0.002134,0.000327,1374.62
2000-10-17,-0.019825,-0.019828,-0.018506,-0.018520,-0.017932,1349.97
2000-10-18,-0.008593,-0.008648,-0.011103,-0.011162,-0.005808,1342.13
2000-10-19,0.037020,0.037007,0.025743,0.025726,0.034743,1388.76
2000-10-20,0.009775,0.009772,0.013472,0.013450,0.005883,1396.93
2000-10-23,0.000144,0.000133,0.006074,0.006062,-0.000823,1395.78
2000-10-24,-0.000980,-0.000989,0.001383,0.001362,0.001684,1398.13
2000-10-25,-0.027450,-0.027468,-0.015678,-0.015712,-0.023767,1364.90
2000-10-26,0.000603,0.000592,0.000763,0.000723,-0.000337,1364.44
2000-10-27,0.008625,0.008549,0.005739,0.005553,0.011096,1379.58
2000-10-30,0.006715,0.006636,-0.000126,-0.000205,0.013830,1398.66
2000-10-31,0.028395,0.028386,0.021840,0.021818,0.021978,1429.40
2000-11-01,-0.004313,-0.004411,0.001620,0.001484,-0.005723,1421.22
2000-11-02,0.010033,0.009967,0.014672,0.014615,0.004996,1428.32
2000-11-03,0.000548,0.000525,0.004919,0.004903,-0.001141,1426.69
2000-11-06,0.001272,0.001246,0.000191,0.000148,0.003855,1432.19
2000-11-07,-0.000987,-0.001006,0.001529,0.001511,-0.000223,1431.87
2000-11-08,-0.018907,-0.018995,-0.009612,-0.009720,-0.015777,1409.28
2000-11-09,-0.009808,-0.009944,-0.011622,-0.011645,-0.006486,1400.14
2000-11-10,-0.026389,-0.026402,-0.017457,-0.017499,-0.024398,1365.98
2000-11-13,-0.013356,-0.013460,-0.012691,-0.012860,-0.010776,1351.26
2000-11-14,0.026070,0.026018,0.015999,0.015964,0.023452,1382.95
2000-11-15,0.005432,0.005320,-0.000117,-0.000191,0.004960,1389.81
2000-11-16,-0.016411,-0.016453,-0.013759,-0.013880,-0.012585,1372.32
2000-11-17,-0.004486,-0.004526,-0.001538,-0.001567,-0.003352,1367.72
2000-11-20,-0.023896,-0.023907,-0.020682,-0.020739,-0.018352,1342.62
2000-11-21,0.000294,0.000231,-0.011470,-0.011535,0.003523,1347.35
2000-11-22,-0.020858,-0.020868,-0.019105,-0.019122,-0.018548,1322.36
2000-11-24,0.021101,0.021090,0.020302,0.020294,0.014678,1341.77
2000-11-27,0.003675,0.003667,-0.004631,-0.004667,0.005366,1348.97
2000-11-28,-0.016877,-0.016968,-0.022906,-0.022997,-0.009548,1336.09
2000-11-29,0.000640,0.000405,-0.013996,-0.014142,0.004371,1341.93
2000-11-30,-0.019168,-0.019176,-0.019429,-0.019460,-0.020105,1314.95
2000-12-01,0.006217,0.006213,0.018330,0.018295,0.000213,1315.23
2000-12-04,0.003689,0.003682,-0.010946,-0.010971,0.007406,1324.97
2000-12-05,0.045360,0.045349,0.027516,0.027498,0.038922,1376.54
2000-12-06,-0.016468,-0.016638,-0.007808,-0.007929,-0.018220,1351.46
2000-12-07,-0.005876,-0.005914,-0.007394,-0.007437,-0.005853,1343.55
2000-12-08,0.028504,0.028491,0.025983,0.025949,0.019605,1369.89
2000-12-11,0.011986,0.011975,0.012066,0.012037,0.007526,1380.20
2000-12-12,-0.010891,-0.010906,-0.006372,-0.006410,-0.006535,1371.18
2000-12-13,-0.011568,-0.011790,-0.006033,-0.006395,-0.008161,1359.99
2000-12-14,-0.016984,-0.017002,-0.013284,-0.013344,-0.014015,1340.93
2000-12-15,-0.017778,-0.017795,-0.010913,-0.010938,-0.021463,1312.15
2000-12-18,0.005421,0.005371,-0.009959,-0.010125,0.008071,1322.74
2000-12-19,-0.015778,-0.015792,-0.014540,-0.014612,-0.012958,1305.60
2000-12-20,-0.035199,-0.035254,-0.037619,-0.037749,-0.031296,1264.74
2000-12-21,0.005463,0.005451,-0.005028,-0.005065,0.008002,1274.86
2000-12-22,0.030143,0.030141,0.026260,0.026251,0.024403,1305.97
2000-12-26,0.005523,0.005514,-0.005792,-0.005825,0.007060,1315.19
2000-12-27,0.013911,0.013651,0.010868,0.010334,0.010440,1328.92
2000-12-28,0.009406,0.009377,0.022114,0.022075,0.003988,1334.22
2000-12-29,-0.011225,-0.011230,0.016053,0.016009,-0.010448,1320.28
2001-01-02,-0.034230,-0.034236,-0.001135,-0.001155,-0.028032,1283.27
2001-01-03,0.053170,0.053061,0.046223,0.046158,0.050099,1347.56
2001-01-04,-0.011674,-0.011700,0.011358,0.011317,-0.010552,1333.34
2001-01-05,-0.028909,-0.028914,-0.008606,-0.008625,-0.026242,1298.35
2001-01-08,-0.003410,-0.003574,-0.005051,-0.005081,-0.001918,1295.86
2001-01-09,0.004794,0.004764,0.011814,0.011797,0.003812,1300.80
2001-01-10,0.013930,0.013842,0.020662,0.020479,0.009586,1313.27
2001-01-11,0.015063,0.015052,0.027183,0.027113,0.010318,1326.82
2001-01-12,-0.003619,-0.003623,0.019480,0.019456,-0.006406,1318.32
2001-01-16,0.006257,0.006257,0.019410,0.019401,0.006319,1326.65
2001-01-17,0.004447,0.004396,0.012761,0.012723,0.002126,1329.47
2001-01-18,0.012175,0.012159,0.008507,0.008488,0.013915,1347.97
2001-01-19,-0.004109,-0.004112,0.003896,0.003883,-0.004028,1342.54
2001-01-22,0.000281,0.000269,0.005431,0.005413,0.000268,1342.90
2001-01-23,0.015817,0.015815,0.014519,0.014511,0.013031,1360.40
2001-01-24,0.003372,0.003351,0.007312,0.007266,0.002867,1364.30
2001-01-25,-0.007521,-0.007529,-0.003247,-0.003272,-0.004977,1357.51
2001-01-26,-0.000656,-0.000691,0.001978,0.001964,-0.001886,1354.95
2001-01-29,0.009004,0.008932,0.010236,0.010100,0.006805,1364.17
2001-01-30,0.006590,0.006552,0.009539,0.009477,0.007008,1373.73
2001-01-31,-0.006676,-0.006767,-0.000179,-0.000231,-0.005620,1366.01
2001-02-01,0.003826,0.003739,0.001990,0.001923,0.005461,1373.47
2001-02-02,-0.018530,-0.018535,-0.009217,-0.009245,-0.017474,1349.47
2001-02-05,0.002122,0.002098,-0.003787,-0.003814,0.003587,1354.31
2001-02-06,0.000441,0.000400,0.002475,0.002455,-0.001514,1352.26
2001-02-07,-0.008672,-0.008855,-0.004362,-0.004467,-0.008408,1340.89
2001-02-08,-0.006499,-0.006512,-0.003159,-0.003192,-0.006235,1332.53
2001-02-09,-0.014177,-0.014218,-0.009425,-0.009462,-0.013336,1314.76
2001-02-12,0.010339,0.010309,0.004846,0.004789,0.011827,1330.31
2001-02-13,-0.008688,-0.008782,-0.003474,-0.003630,-0.008652,1318.80
2001-02-14,-0.000151,-0.000317,-0.000489,-0.000599,-0.002184,1315.92
2001-02-15,0.008984,0.008919,0.009292,0.009256,0.008124,1326.61
2001-02-16,-0.020635,-0.020651,-0.014248,-0.014340,-0.018905,1301.53
2001-02-20,-0.018782,-0.018794,-0.012303,-0.012318,-0.017357,1278.94
2001-02-21,-0.018405,-0.018462,-0.015702,-0.015755,-0.018507,1255.27
2001-02-22,-0.004570,-0.004604,-0.010745,-0.010769,-0.001952,1252.82
2001-02-23,-0.003938,-0.003956,-0.002983,-0.003006,-0.005555,1245.86
2001-02-26,0.019195,0.019142,0.016211,0.016129,0.017490,1267.65
2001-02-27,-0.011520,-0.011590,-0.011561,-0.011635,-0.007660,1257.94
2001-02-28,-0.013727,-0.013862,-0.008442,-0.008496,-0.014309,1239.94
2001-03-01,0.000412,0.000382,-0.005542,-0.005584,0.001040,1241.23
2001-03-02,-0.004982,-0.004987,0.004568,0.004555,-0.005680,1234.18
2001-03-05,0.005448,0.005334,0.001904,0.001892,0.005858,1241.41
2001-03-06,0.011469,0.011452,0.009970,0.009954,0.009981,1253.80
2001-03-07,0.006106,0.005921,0.005585,0.005440,0.006452,1261.89
2001-03-08,-0.001235,-0.001270,-0.004226,-0.004263,0.002258,1264.74
2001-03-09,-0.024339,-0.024346,-0.015030,-0.015058,-0.024764,1233.42
2001-03-12,-0.042339,-0.042346,-0.030865,-0.030950,-0.043181,1180.16
2001-03-13,0.014925,0.014700,0.005298,0.005069,0.014828,1197.66
2001-03-14,-0.025008,-0.025037,-0.017733,-0.017841,-0.025842,1166.71
2001-03-15,0.003320,0.003302,-0.000251,-0.000285,0.005871,1173.56
2001-03-16,-0.020802,-0.020826,-0.017635,-0.017683,-0.019624,1150.53
2001-03-19,0.018614,0.018596,0.009299,0.009275,0.017627,1170.81
2001-03-20,-0.023084,-0.023100,-0.008490,-0.008511,-0.024077,1142.62
2001-03-21,-0.018702,-0.018739,-0.015952,-0.016021,-0.017924,1122.14
2001-03-22,-0.004493,-0.004508,-0.011255,-0.011280,-0.004064,1117.58
2001-03-23,0.020456,0.020452,0.020756,0.020738,0.019909,1139.83
2001-03-26,0.011157,0.011149,0.007494,0.007473,0.011282,1152.69
2001-03-27,0.022920,0.022919,0.009025,0.008962,0.025575,1182.17
2001-03-28,-0.026036,-0.026197,-0.017877,-0.018261,-0.024430,1153.29
2001-03-29,-0.005451,-0.005480,-0.006625,-0.006689,-0.004630,1147.95
2001-03-30,0.012154,0.012154,0.016040,0.016021,0.010784,1160.33
2001-04-02,-0.015566,-0.015577,-0.021403,-0.021431,-0.012462,1145.87
2001-04-03,-0.035946,-0.035951,-0.034229,-0.034257,-0.034393,1106.46
2001-04-04,-0.003278,-0.003440,-0.008305,-0.008389,-0.002901,1103.25
2001-04-05,0.045869,0.045856,0.039436,0.039415,0.043680,1151.44
2001-04-06,-0.020118,-0.020308,-0.012896,-0.012939,-0.019984,1128.43
2001-04-09,0.009232,0.009228,0.006245,0.006231,0.008117,1137.59
2001-04-10,0.029015,0.028902,0.023253,0.023138,0.027066,1168.38
2001-04-11,-0.000807,-0.000842,0.006676,0.006528,-0.002131,1165.89
2001-04-12,0.015924,0.015763,0.014541,0.014502,0.015104,1183.50
2001-04-16,-0.004957,-0.004957,-0.003693,-0.003700,-0.003228,1179.68
2001-04-17,0.010484,0.010482,0.004968,0.004941,0.010282,1191.81
2001-04-18,0.039640,0.039586,0.028613,0.028567,0.038890,1238.16
2001-04-19,0.014654,0.014640,0.015588,0.015557,0.012551,1253.70
2001-04-20,-0.008364,-0.008383,0.001176,0.001153,-0.008551,1242.98
2001-04-23,-0.016711,-0.016711,-0.008233,-0.008286,-0.014980,1224.36
2001-04-24,-0.010891,-0.010900,0.001786,0.001760,-0.012161,1209.47
2001-04-25,0.016293,0.016274,0.011509,0.011454,0.015941,1228.75
2001-04-26,0.004979,0.004876,0.007507,0.007299,0.004696,1234.52
2001-04-27,0.014484,0.014441,0.011155,0.011057,0.015010,1253.05
2001-04-30,0.000796,0.000754,0.010081,0.010038,-0.002865,1249.46
2001-05-01,0.013246,0.013237,0.010495,0.010447,0.013590,1266.44
2001-05-02,0.003388,0.003292,0.012486,0.012370,0.000782,1267.43
2001-05-03,-0.015257,-0.015360,-0.005435,-0.005501,-0.014873,1248.58
2001-05-04,0.013960,0.013934,0.010746,0.010707,0.014440,1266.61
2001-05-07,-0.003170,-0.003193,0.001495,0.001464,-0.002447,1263.51
2001-05-08,-0.000626,-0.000701,0.004887,0.004836,-0.001828,1261.20
2001-05-09,-0.004339,-0.004447,0.000597,0.000525,-0.004488,1255.54
2001-05-10,-0.000433,-0.000555,0.003118,0.003059,-0.000287,1255.18
2001-05-11,-0.007514,-0.007620,-0.001820,-0.002014,-0.007577,1245.67
2001-05-14,0.000980,0.000918,-0.002796,-0.002852,0.002609,1248.92
2001-05-15,0.001457,0.001441,0.004044,0.004007,0.000416,1249.44
2001-05-16,0.027234,0.027084,0.009952,0.009881,0.028453,1284.99
2001-05-17,0.005877,0.005865,0.010524,0.010482,0.002724,1288.49
2001-05-18,0.002704,0.002665,0.004566,0.004536,0.002693,1291.96
2001-05-21,0.018567,0.018566,0.015978,0.015957,0.016154,1312.83
2001-05-22,-0.001667,-0.001671,0.007121,0.007100,-0.002628,1309.38
2001-05-23,-0.016696,-0.016741,-0.007041,-0.007108,-0.015526,1289.05
2001-05-24,0.004134,0.004112,0.005514,0.005479,0.003196,1293.17
2001-05-25,-0.009938,-0.009947,0.002662,0.002645,-0.011816,1277.89
2001-05-29,-0.010366,-0.010426,-0.008270,-0.008446,-0.007794,1267.93
